Name,Price,Number of Residents,Image URL,Location Type,Square Footage,Availability,Walk Time to Campus,Amenities
RUliving: 91 Easton,$667 - $1350,8 Bed,N/A,N/A,N/A,06-06-2025,6 mins,Ample Closet Space, Bedrooms Keyed Separately, Porch, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Cable Ready, Internet Ready, Laundry On-Site, Complimentary Biweekly Cleaning, Studio Sized Bedrooms, Two Common Areas, Parking
RUliving: 12 Bartlett,$1149 - $2595,S - 3 Bed,N/A,N/A,N/A,06-06-2025,5 mins,9 Foot Ceilings, Ample Closet Space, Bedrooms Keyed Separately, Central Heat and Air Conditioning, Dishwasher, Electronic Key System, Fresh Paint, Hardwood Floors, Individual Leases Offered, Patio, Quartz Countertops, Room-By-Room Climate Control, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Cable Ready, Common Area Wi-Fi, Internet Ready, Laundry Room, On-Site Maintenance, On-Site Storage, Property Manager On Site
130 Easton,$1625,1 Bed,N/A,N/A,N/A,06-01-2025,7 mins,Carpet, Central Heat and Air Conditioning, Dishwasher, Oven, Refrigerator, Laundry On-Site, Unfurnished
44 Courtlandt,$1432 - $2445,S - 3 Bed,N/A,N/A,N/A,06-01-2025,9 mins,Air Conditioning, Ceiling Fans, Central Heat and Air Conditioning, Den, Fresh Paint, Furnished Packages Available, Granite Countertops, High Ceilings, Keyless Entry, Microwave, New Cabinets, New Windows, Oven, Pantry, Parking Available, Private Bathrooms, Refrigerator, Roommate Matching Available, SSN Not Required, Security Cameras On Site, Stainless Steel Kitchen Appliances, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, 24 hour Fitness Center, Academic Term or 12-month, Academic year, Alarm System, Fitness Center, Pets Allowed
Birchwood Terrace,Ask For Price,S Bed,N/A,N/A,N/A,Call for Availability,16 mins,Air Conditioning, Dishwasher, Hardwood Floors, Oven, Parking Available, Refrigerator, Walk-in Closet, Walking Distance to Class, 24 Hour Emergency Maintenance, Cable Ready, Common Area Wi-Fi, Internet Ready, Laundry On-Site, Live in Super, On-Site Maintenance, On-Site Super, Property Manager On Site, Unfurnished
Gardens At Raritan,$1185 - $1900,S - 2 Bed,N/A,N/A,N/A,Now,27 mins,Ample Closet Space, Ceiling Fans, Hardwood Floors, Microwave, Oven, Parking Available, Refrigerator, Tile, Walk-in Closet, Window Treatments & Coverings, 24 Hour Emergency Maintenance, Cable Ready, Cats, Dog Park, Dogs, Laundry On-Site, On-Site Maintenance, Property Manager On Site, Unfurnished
66 Sicard St,$1250 - $1950,1 - 2 Bed,N/A,N/A,N/A,Now,3 mins,Carpet, Central Heat and Air Conditioning, Dishwasher, Microwave, Oven, Refrigerator, Security Cameras On Site, Laundry On-Site
SoCam 290,$1060 - $2250,S - 1 Bed,N/A,N/A,N/A,Now,14 mins,Dishwasher, Furnished, Microwave, Oven, Refrigerator, Roommate Matching Available, Washer & Dryer, Wood Plank Flooring, Cable Ready, Cafe, Coffee Bar, Controlled Building Access, Fitness Center, Foosball Table, Gaming Lounge, Internet Ready, Laundry On-Site, Media Lounge, Pets Allowed, Ping Pong, Study Room
10 Union St New Brunswick, NJ 08901 USA,$1750,Studio,N/A,N/A,N/A,06-01-2025,4 mins,Ceiling Fans, Central Heat and Air Conditioning, Granite Countertops, Oven, Refrigerator, Security Cameras On Site, Stainless Steel Kitchen Appliances
96 Central Ave New Brunswick, NJ 08901 USA,$86 - $1125,2 - 7 Bed,N/A,N/A,N/A,06-01-2025,10 mins,Oven, Refrigerator
RUliving: 59 Bartlett,$775 - $1550,6 Bed,N/A,N/A,N/A,06-06-2025,4 mins,Ample Closet Space, Bedrooms Keyed Separately, Dining Room, Hardwood Floors, High Ceilings, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Cable Ready, Internet Ready, Laundry On-Site, On-Site Storage
27 Jones Ave,$780,5 Bed,N/A,N/A,N/A,06-01-2025,5 mins,Dishwasher, Oven, Refrigerator, Washer & Dryer, On-Site Storage
32 Prosper St.- Spacious Home with Ideal Location,$1308,6 Bed,N/A,N/A,N/A,06-01-2025,6 mins,Microwave, Oven, Refrigerator, Washer & Dryer, 9 Foot Ceilings, Air Conditioning, Security System, 24-Hour Security, Finished Basement
Last room -Girls-Only Shared Apartment,$1040,1 Bed,N/A,N/A,N/A,06-01-2025,7 mins,9 Foot Ceilings, Air Conditioning, Bedrooms Keyed Separately, Breakfast Bar, Dishwasher, Fresh Paint, Garbage Disposal, Individual Leases Offered, International Student Friendly Housing, Microwave, Oven, Pantry, Parking Available, Patio, Refrigerator, Washer & Dryer, 24 Hour Emergency Maintenance, 24-Hour Security, Cable Ready, Security System
20 Huntington St, New Brunswick, NJ 08901, USA,$1100,4 Bed,N/A,N/A,N/A,06-01-2025,2 mins,N/A
1416 Sadie Circle,$1267,3 Bed,N/A,N/A,N/A,Call for Availability,22 mins,Dishwasher, Quartz Countertops, Refrigerator, Stainless Steel Kitchen Appliances, Washer & Dryer, No Pets Allowed, No Smoking Allowed
RUliving: 77 Huntington,$675 - $1600,4 Bed,N/A,N/A,N/A,06-06-2025,6 mins,Bedrooms Keyed Separately, Built-in Cabinets, Patio, Porch, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Cable Ready, Internet Ready, Laundry On-Site, On-Site Storage, Full Basement w Storage, Beautiful Backyard with Deck and Fire Pit, Walk-Up Attic, Off-Street Parking
